Source,Target,Weight
0,10,0.41982202572390337
0,14,0.3625090084004954
0,15,0.6974765286373952
0,40,0.5179331115694197
0,42,0.9344879656214263
0,47,0.6630167753896367
1,17,0.5644483967045144
1,19,0.0745340245909395
1,26,0.3389910328959247
1,27,0.509938810538926
1,28,0.3442564004090898
1,36,0.7024204121102382
1,41,0.29465355065400467
1,54,0.38455682243795564
2,10,0.4113510794512069
2,42,0.006967835807135597
2,44,0.3217494906966757
2,61,0.8124257284717558
3,8,0.17266513443462939
3,14,0.4966413372274183
3,59,0.6597005106449227
4,51,0.1411634611197523
5,9,0.5252483117920045
5,13,0.4703407221780398
5,56,0.7686326651108565
5,57,0.3468197069289829
6,9,0.23885221904378248
6,13,0.233536167266864
6,17,0.04506996630758282
6,54,0.57385463040706
6,56,0.11729373552549685
6,57,0.32611866026778863
7,19,0.2383159543988944
7,27,0.09110127660306158
7,30,0.37198306130146797
7,40,0.378323898257508
7,54,0.013316482334161592
8,20,0.8040690657089529
8,28,0.41055763148647
8,37,0.5733817900354248
8,45,0.28746367162011033
8,59,0.15312250588652387
9,13,0.014101266553862672
9,17,0.23801889170699933
9,32,0.5217839920692311
9,41,0.19711785948593305
9,57,0.1026046559923903
10,29,0.22650321543783514
10,42,0.007236115571933384
10,47,0.19339445546044665
11,51,0.7635059545433577
12,33,0.3780481078406799
13,17,0.11838541288330683
13,32,0.46173533318963006
13,41,0.11227945786803681
13,54,0.026297142339168304
13,57,0.14686524178896868
14,16,0.31819158033340134
14,24,0.9699121475841223
14,33,0.6078030944897991
14,34,0.2199949803902015
14,37,0.023658912659881546
14,38,0.2984252564046568
14,40,0.018664776448754125
14,43,0.3898097623796719
14,50,0.19400354649903395
14,52,0.8855916923008176
15,18,0.24602217846911045
15,24,0.011045466136925005
15,40,0.016239885964925732
15,45,0.6435514388370741
15,55,0.2868235197711383
15,59,0.10479159579054484
16,20,0.05613556155995203
16,33,0.010790828511794477
16,37,0.10498634760387912
16,38,0.13697716562490725
16,50,0.48826227891080365
17,22,0.7386765582284852
17,25,0.6071690488462611
17,27,0.12125760543851326
17,31,0.17851749054962063
17,57,0.06288907297891125
18,20,0.04902646302356508
18,21,0.3047771610758999
18,24,0.006251167326586435
18,29,0.03927997787558815
18,45,0.06705681140898355
18,51,0.01277227454348259
19,30,0.11912587449105945
19,54,0.0011311773183410763
20,28,0.03849041841363575
20,36,0.09685124747437127
20,38,0.31836909476847625
20,44,0.2683633979476512
20,47,0.006049046494095889
20,50,0.13425192172332187
21,29,0.45897750713464086
21,33,0.0018065505614747804
21,37,0.042192889887904185
21,45,0.0017295620634323167
21,51,0.015391814694708641
23,36,0.08480896449774039
23,45,7.681386397649013e-05
23,51,0.030465373741700805
24,29,0.11018023193755155
24,45,9.875789369963718e-05
24,51,0.033682400890528146
25,26,0.5524102698522726
25,27,0.26928065999834466
26,27,0.001533096292161394
28,30,0.36929160117123416
28,47,0.06478001011049278
29,35,0.9163186056787141
29,43,0.1233989728442074
29,45,6.034479226194103e-06
29,51,0.0007645420404257113
29,52,0.05656154484468492
30,42,0.010463034280305202
30,47,0.012685308478395413
32,60,0.7051946091411329
33,34,0.3540226458374314
33,37,0.06372285741075073
33,38,0.07767157460780369
33,40,0.06022856664028051
33,43,0.17373163922933751
33,50,0.10300603976056327
34,37,0.011978743597966572
34,44,0.2814872855809611
34,49,0.34423850424602165
36,37,0.16444469606248296
36,39,0.2330121411375664
36,40,0.00018659471170787676
36,59,0.06464832934453969
37,40,0.004312497337388522
37,43,0.20340237176310486
37,45,1.0692206296198801e-06
37,61,0.0011291143895380933
38,43,0.05138814893427734
38,44,0.11433781346967925
38,52,0.04255863406183997
38,58,0.6630184851922379
39,57,0.0058894742840195115
40,52,0.01520650019783914
41,54,0.0002369647406153879
41,57,0.007913857391488146
42,47,0.024280582984223753
42,50,0.006485129703829493
43,46,0.598164230813773
43,53,0.4333650774725245
45,50,0.020408383533049218
45,51,0.0008659046288215263
45,59,0.00036055302118011555
46,49,0.4472327855807612
48,57,0.0008140529593616351
50,51,0.0007825889596558721
51,55,0.5860573653210681
53,61,0.01848508977335392
54,57,2.6716954408932493e-06
